normalized_name	concept_id	display_name
carotid artery aneurysm (disorder)	233988005	Carotid artery aneurysm (disorder)
carotid artery stenosis (disorder)	64586002	Carotid artery stenosis (disorder)
carotid bruit (finding)	419642000	Carotid bruit (finding)
carotid endarterectomy (procedure)	66951008	Carotid endarterectomy (procedure)
carotidynia (disorder)	230482003	Carotidynia (disorder)
carpal tunnel syndrome (disorder)	57406009	Carpal tunnel syndrome (disorder)
carrier of methicillin resistant staphylococcus aureus (finding)	432415000	Carrier of methicillin resistant Staphylococcus aureus (finding)
carrier of vancomycin resistant enterococcus (finding)	431109006	Carrier of vancomycin resistant enterococcus (finding)
case management (procedure)	386230005	Case management (procedure)
cat bite - wound (disorder)	283782004	Cat bite - wound (disorder)
cataplexy and narcolepsy (disorder)	193042000	Cataplexy and narcolepsy (disorder)
cataract (disorder)	193570009	Cataract (disorder)
cataract due to ocular disease (disorder)	193600001	Cataract due to ocular disease (disorder)
cataract extraction and implantation of intraocular lens (procedure)	385468004	Cataract extraction and implantation of intraocular lens (procedure)
cataract of eye due to diabetes mellitus (disorder)	43959009	Cataract of eye due to diabetes mellitus (disorder)
cataract of eye due to diabetes mellitus type 1 (disorder)	421920002	Cataract of eye due to diabetes mellitus type 1 (disorder)
catheterization of left heart (procedure)	67629009	Catheterization of left heart (procedure)
cauda equina syndrome (disorder)	192970008	Cauda equina syndrome (disorder)
cauda equina syndrome with neurogenic urinary bladder (disorder)	12454008	Cauda equina syndrome with neurogenic urinary bladder (disorder)
celiac disease (disorder)	396331005	Celiac disease (disorder)
celiac disease detected by autoantibody screening (finding)	443718009	Celiac disease detected by autoantibody screening (finding)
cellulitis (disorder)	128045006	Cellulitis (disorder)
cellulitis and abscess of ankle (disorder)	200682008	Cellulitis and abscess of ankle (disorder)
cellulitis and abscess of buttock (disorder)	200676005	Cellulitis and abscess of buttock (disorder)
cellulitis and abscess of face (disorder)	200645004	Cellulitis and abscess of face (disorder)
cellulitis and abscess of finger (disorder)	200630006	Cellulitis and abscess of finger (disorder)
cellulitis and abscess of hand (disorder)	838283002	Cellulitis and abscess of hand (disorder)
cellulitis and abscess of lower leg (disorder)	200681001	Cellulitis and abscess of lower leg (disorder)
cellulitis and abscess of neck (disorder)	267779003	Cellulitis and abscess of neck (disorder)
cellulitis and abscess of toe (disorder)	200638004	Cellulitis and abscess of toe (disorder)
cellulitis and abscess of trunk (disorder)	200655000	Cellulitis and abscess of trunk (disorder)
cellulitis and abscess of upper limb (disorder)	449717009	Cellulitis and abscess of upper limb (disorder)
cellulitis of abdominal wall (disorder)	59883002	Cellulitis of abdominal wall (disorder)
cellulitis of breast (disorder)	75817003	Cellulitis of breast (disorder)
cellulitis of buttock (disorder)	44428005	Cellulitis of buttock (disorder)
cellulitis of external nose (disorder)	37098000	Cellulitis of external nose (disorder)
cellulitis of face (disorder)	200652002	Cellulitis of face (disorder)
cellulitis of finger (disorder)	27561001	Cellulitis of finger (disorder)
cellulitis of foot (disorder)	128276007	Cellulitis of foot (disorder)
cellulitis of hand (disorder)	62837005	Cellulitis of hand (disorder)
cellulitis of knee (disorder)	13301002	Cellulitis of knee (disorder)
cellulitis of leg, excluding foot (disorder)	287001000	Cellulitis of leg, excluding foot (disorder)
cellulitis of lower leg (disorder)	449711005	Cellulitis of lower leg (disorder)
cellulitis of periorbital region (disorder)	109245003	Cellulitis of periorbital region (disorder)
cellulitis of pinna (disorder)	232214001	Cellulitis of pinna (disorder)
cellulitis of toe (disorder)	70637004	Cellulitis of toe (disorder)
cellulitis of trunk (disorder)	46876003	Cellulitis of trunk (disorder)
cellulitis of upper arm (disorder)	38217004	Cellulitis of upper arm (disorder)
centesis (procedure)	86088003	Centesis (procedure)
central corneal ulcer (disorder)	7426009	Central corneal ulcer (disorder)
central pain syndrome (disorder)	426566004	Central pain syndrome (disorder)
central retinal artery occlusion (disorder)	38742007	Central retinal artery occlusion (disorder)
central retinal vein occlusion (disorder)	68478007	Central retinal vein occlusion (disorder)
central serous chorioretinopathy (disorder)	312956001	Central serous chorioretinopathy (disorder)
central sleep apnea syndrome (disorder)	27405005	Central sleep apnea syndrome (disorder)
central venous cannula insertion (procedure)	233527006	Central venous cannula insertion (procedure)
cephalhematoma due to birth trauma (disorder)	206200000	Cephalhematoma due to birth trauma (disorder)
cephalopelvic disproportion (disorder)	199397009	Cephalopelvic disproportion (disorder)
cerclage of cervix (procedure)	265636007	Cerclage of cervix (procedure)
cerebellar ataxia (disorder)	85102008	Cerebellar ataxia (disorder)
cerebellar degeneration (disorder)	95646004	Cerebellar degeneration (disorder)
cerebral abscess (disorder)	60404007	Cerebral abscess (disorder)
cerebral arteriovenous malformation (disorder)	234142008	Cerebral arteriovenous malformation (disorder)
cerebral atherosclerosis (disorder)	55382008	Cerebral atherosclerosis (disorder)
cerebral edema (disorder)	2032001	Cerebral edema (disorder)
cerebral embolism (disorder)	75543006	Cerebral embolism (disorder)
cerebral hemorrhage (disorder)	274100004	Cerebral hemorrhage (disorder)
cerebral herniation (disorder)	49453006	Cerebral herniation (disorder)
cerebral infarction (disorder)	432504007	Cerebral infarction (disorder)
cerebral infarction due to embolism of cerebral arteries (disorder)	195190007	Cerebral infarction due to embolism of cerebral arteries (disorder)
cerebral infarction due to thrombosis of cerebral arteries (disorder)	195189003	Cerebral infarction due to thrombosis of cerebral arteries (disorder)
cerebral palsy (disorder)	128188000	Cerebral palsy (disorder)
cerebral vasculitis (disorder)	427020007	Cerebral vasculitis (disorder)
cerebral venous sinus thrombosis (disorder)	192759008	Cerebral venous sinus thrombosis (disorder)
cerebrovascular accident (disorder)	230690007	Cerebrovascular accident (disorder)
cerebrovascular accident due to occlusion of cerebral artery (disorder)	230691006	Cerebrovascular accident due to occlusion of cerebral artery (disorder)
cerebrovascular disease (disorder)	62914000	Cerebrovascular disease (disorder)
cervical arthritis (disorder)	387801000	Cervical arthritis (disorder)
cervical arthrodesis (procedure)	81099000	Cervical arthrodesis (procedure)
cervical arthrodesis by anterior technique (procedure)	59703009	Cervical arthrodesis by anterior technique (procedure)
cervical disc disorder (disorder)	425878001	Cervical disc disorder (disorder)
cervical incompetence (disorder)	17382005	Cervical incompetence (disorder)
cervical intraepithelial neoplasia (disorder)	285636001	Cervical intraepithelial neoplasia (disorder)
cervical intraepithelial neoplasia grade 1 (disorder)	285836003	Cervical intraepithelial neoplasia grade 1 (disorder)
cervical intraepithelial neoplasia grade 2 (disorder)	285838002	Cervical intraepithelial neoplasia grade 2 (disorder)
cervical lymphadenitis (disorder)	3502005	Cervical lymphadenitis (disorder)
cervical lymphadenopathy (disorder)	127086001	Cervical lymphadenopathy (disorder)
cervical myelopathy (disorder)	202664003	Cervical myelopathy (disorder)
cervical post-laminectomy syndrome (disorder)	202723000	Cervical post-laminectomy syndrome (disorder)
cervical radiculitis (disorder)	11049006	Cervical radiculitis (disorder)
cervical root syndrome (disorder)	202776005	Cervical root syndrome (disorder)
cervical spondylosis (disorder)	387800004	Cervical spondylosis (disorder)
cervical spondylosis without myelopathy (disorder)	267970006	Cervical spondylosis without myelopathy (disorder)
cervical tuberculous lymphadenitis (disorder)	54084005	Cervical tuberculous lymphadenitis (disorder)
cervico-occipital neuralgia (disorder)	71760005	Cervico-occipital neuralgia (disorder)
cervicogenic headache (finding)	279016001	Cervicogenic headache (finding)
cervicovaginal cytology normal or benign (finding)	416032004	Cervicovaginal cytology normal or benign (finding)
cervicovaginal cytology: high grade squamous intraepithelial lesion or carcinoma (finding)	416033009	Cervicovaginal cytology: High grade squamous intraepithelial lesion or carcinoma (finding)
cervicovaginal cytology: low grade squamous intraepithelial lesion (finding)	416030007	Cervicovaginal cytology: Low grade squamous intraepithelial lesion (finding)
cesarean section (procedure)	11466000	Cesarean section (procedure)
cesarean wound disruption (disorder)	396544001	Cesarean wound disruption (disorder)
chandler syndrome (disorder)	392481002	Chandler syndrome (disorder)
change in personality (disorder)	192073007	Change in personality (disorder)
change of dressing (procedure)	18949003	Change of dressing (procedure)
cheilitis (disorder)	7847004	Cheilitis (disorder)
chemical burn (disorder)	426284001	Chemical burn (disorder)
chemotherapy (procedure)	367336001	Chemotherapy (procedure)
chemotherapy follow-up (procedure)	183651009	Chemotherapy follow-up (procedure)
chest discomfort (finding)	279084009	Chest discomfort (finding)
chest injury (disorder)	262525000	Chest injury (disorder)
chest pain (finding)	29857009	Chest pain (finding)
chest pain on exertion (finding)	81953000	Chest pain on exertion (finding)
chest swelling (finding)	274739003	Chest swelling (finding)
chest wall pain (finding)	102588006	Chest wall pain (finding)
chews tobacco (finding)	81703003	Chews tobacco (finding)
chiari malformation (disorder)	253184003	Chiari malformation (disorder)
chiari malformation type i (disorder)	253185002	Chiari malformation type I (disorder)
child abuse (event)	418189009	Child abuse (event)
child attention deficit disorder (disorder)	192127007	Child attention deficit disorder (disorder)
child examination (procedure)	243788004	Child examination (procedure)
child health care (regime/therapy)	268481000	Child health care (regime/therapy)
child sex abuse (event)	95922009	Child sex abuse (event)
childhood growth and/or development alteration (finding)	129823000	Childhood growth AND/OR development alteration (finding)
chill (finding)	43724002	Chill (finding)
chlamydial infection (disorder)	105629000	Chlamydial infection (disorder)
chloasma (disorder)	36209000	Chloasma (disorder)
chocolate cyst of ovary (disorder)	237116001	Chocolate cyst of ovary (disorder)
choking (finding)	249489001	Choking (finding)
cholangiectasis (disorder)	123608004	Cholangiectasis (disorder)
cholangiocarcinoma of biliary tract (disorder)	312104005	Cholangiocarcinoma of biliary tract (disorder)
cholangitis (disorder)	82403002	Cholangitis (disorder)
cholecystectomy (procedure)	38102005	Cholecystectomy (procedure)
cholecystectomy with exploration of common duct (procedure)	45993005	Cholecystectomy with exploration of common duct (procedure)
cholecystitis (disorder)	76581006	Cholecystitis (disorder)
cholelithiasis without obstruction (disorder)	70342003	Cholelithiasis without obstruction (disorder)
cholestasis (finding)	33688009	Cholestasis (finding)
cholestasis in newborn (disorder)	433237003	Cholestasis in newborn (disorder)
cholestasis of parenteral nutrition (disorder)	371090009	Cholestasis of parenteral nutrition (disorder)
cholesteatoma (disorder)	363668000	Cholesteatoma (disorder)
cholesteatoma of attic (disorder)	38708003	Cholesteatoma of attic (disorder)
cholesteatoma of middle ear (disorder)	87688009	Cholesteatoma of middle ear (disorder)
cholesterol measurement (procedure)	77068002	Cholesterol measurement (procedure)
cholesterol retinal embolus (disorder)	404670008	Cholesterol retinal embolus (disorder)
cholesterol screening (procedure)	275972003	Cholesterol screening (procedure)
chondrocalcinosis caused by pyrophosphate crystals (disorder)	201637001	Chondrocalcinosis caused by pyrophosphate crystals (disorder)
chondromalacia (disorder)	63198006	Chondromalacia (disorder)
chondromalacia of patella (disorder)	36071006	Chondromalacia of patella (disorder)
chondrosarcoma (disorder)	443520009	Chondrosarcoma (disorder)
chorea (disorder)	271700006	Chorea (disorder)
chorioamnionitis (disorder)	11612004	Chorioamnionitis (disorder)
chorioretinal scar (disorder)	53854005	Chorioretinal scar (disorder)
choroidal retinal neovascularization (disorder)	75971007	Choroidal retinal neovascularization (disorder)
